#plate,mjd,fiberid,run2d,specobj_id,ra,dec,sn_median_r,z,zerr,zwarning,class,subclass
'266','51630','433','26','299608424700733440',145.79648,0.561501,11.71,0.079987,8e-06,'0','GALAXY','STARFORMING'
'266','51630','434','26','299608699578640384',145.72549,0.730654,15.26,0.165706,4.2e-05,'0','GALAXY',''
'266','51630','435','26','299608974456547328',145.82657,0.373103,6.02,0.021564,3.8e-05,'0','GALAXY',''
'266','51630','436','26','299609249334454272',145.72946,0.126896,23.77,0.036699,1e-05,'0','GALAXY','STARFORMING'
'266','51630','437','26','299609524212361216',145.74324,0.463467,17.33,0.120707,3.4e-05,'0','GALAXY',''
'266','51630','438','26','299609799090268160',145.77515,0.320216,8.2,0.024924,5e-06,'0','GALAXY','STARBURST'
'266','51630','439','26','299610073968175104',145.76582,0.135346,15.52,0.123279,1.5e-05,'0','GALAXY','AGN'
'266','51630','440','26','299610348846082048',145.82799,0.193217,30.62,0.125227,2.2e-05,'0','GALAXY',''
'266','51630','441','26','299610623723988992',146.18715,0.966676,4.05,0.406464,0.000168,'0','GALAXY',''
'266','51630','442','26','299610898601895936',146.23428,1.12559,22.24,0.122425,3.1e-05,'0','GALAXY',''
'266','51630','443','26','299611173479802880',146.24704,0.924948,12.97,0.14363,2e-05,'0','GALAXY',''
'266','51630','444','26','299611448357709824',146.18955,1.037575,3.39,0.428615,0.000195,'0','GALAXY',''
'266','51630','446','26','299611998113523712',146.29967,1.208701,8.19,0.283498,0.000108,'0','GALAXY',''
'266','51630','447','26','299612272991430656',146.25244,1.119578,18.73,0.120132,3.7e-05,'0','GALAXY',''
'266','51630','448','26','299612547869337600',146.08739,0.997999,19.53,0.12037,3.9e-05,'0','GALAXY',''
'266','51630','449','26','299612822747244544',146.22688,1.245267,9.84,0.241843,6.2e-05,'0','GALAXY',''
'266','51630','450','26','299613097625151488',146.26584,1.230425,8.95,0.006355,9e-06,'0','GALAXY','STARFORMING'
'266','51630','451','26','299613372503058432',146.10837,0.799389,3.39,0.437159,0.000156,'0','GALAXY',''
'266','51630','453','26','299613922258872320',146.15329,0.868741,14.97,0.120082,3.6e-05,'0','GALAXY',''
'266','51630','454','26','299614197136779264',146.14741,0.817354,30.47,0.122271,2.5e-05,'0','GALAXY',''
'266','51630','456','26','299614746892593152',146.15976,0.840717,25.88,0.122119,2.8e-05,'0','GALAXY',''
'266','51630','457','26','299615021770500096',146.12635,0.757904,14.18,0.124109,1.8e-05,'0','GALAXY','AGN'
'266','51630','458','26','299615296648407040',146.13155,0.841193,15.54,0.122419,2.5e-05,'0','GALAXY',''
'266','51630','459','26','299615571526313984',146.2856,1.172124,11.9,0.160877,5.9e-05,'0','GALAXY',''
'266','51630','460','26','299615846404220928',146.20631,1.148302,25.99,0.123202,2.8e-05,'0','GALAXY',''
'266','51630','461','26','299616121282127872',146.02091,0.733557,51.98,0.036177,1e-05,'0','GALAXY',''
'266','51630','463','26','299616671037941760',145.99917,0.352445,15.5,0.143653,1.3e-05,'0','GALAXY','STARFORMING'
'266','51630','464','26','299616945915848704',145.92821,0.531134,10.81,0.030477,1.3e-05,'0','GALAXY','STARFORMING'
'266','51630','465','26','299617220793755648',146.05095,0.440089,20.75,0.080067,5e-06,'0','GALAXY','STARBURST'
'266','51630','466','26','299617495671662592',146.01687,0.716808,34.4,0.035169,1.4e-05,'0','GALAXY',''
'266','51630','467','26','299617770549569536',145.94781,0.465297,30.68,0.030384,1.5e-05,'0','GALAXY','STARFORMING'
'266','51630','468','26','299618045427476480',146.06202,0.302315,16.93,0.122215,1.9e-05,'0','GALAXY','AGN'
'266','51630','469','26','299618320305383424',145.93673,0.498891,16.65,0.12362,3.1e-05,'0','GALAXY',''
'266','51630','470','26','299618595183290368',145.93774,0.67208,14.93,0.143454,4.4e-05,'0','GALAXY',''
'266','51630','472','26','299619144939104256',146.00604,0.145448,24.57,0.127127,2.8e-05,'0','GALAXY',''
'266','51630','473','26','299619419817011200',145.90721,0.400905,11.48,0.144179,1.5e-05,'0','GALAXY','STARFORMING'
'266','51630','474','26','299619694694918144',146.04543,0.179805,16.95,0.011124,7e-06,'0','GALAXY','STARBURST'
'266','51630','475','26','299619969572825088',145.93972,0.116888,18.3,0.145436,8e-06,'0','GALAXY','STARFORMING'
'266','51630','476','26','299620244450732032',146.00406,0.203634,14.0,0.202569,4.4e-05,'0','GALAXY',''
'266','51630','477','26','299620519328638976',145.95625,0.199372,18.66,0.144555,2.8e-05,'0','GALAXY',''
'266','51630','478','26','299620794206545920',146.01594,0.313175,3.79,0.440498,0.000177,'0','GALAXY',''
'266','51630','479','26','299621069084452864',145.93858,0.151015,9.73,0.08003,6e-06,'0','GALAXY','STARBURST'
'266','51630','480','26','299621343962359808',145.97847,0.294947,20.42,0.125662,2.6e-05,'0','GALAXY','STARFORMING'
'266','51630','481','26','299621618840266752',146.27502,0.581018,26.07,0.120787,3.1e-05,'0','GALAXY',''
'266','51630','482','26','299621893718173696',146.21636,0.659452,8.16,0.193654,3.9e-05,'0','GALAXY',''
'266','51630','485','26','299622718351894528',146.25172,0.506149,13.4,0.037357,7e-06,'0','GALAXY','STARFORMING'
'266','51630','486','26','299622993229801472',146.15186,0.613461,20.63,0.141342,3.4e-05,'0','GALAXY',''
'266','51630','488','26','299623542985615360',146.14438,0.2431,16.61,0.218385,4.3e-05,'0','GALAXY',''
'266','51630','489','26','299623817863522304',146.08981,0.659835,7.84,0.036102,1.4e-05,'0','GALAXY','STARFORMING'
'266','51630','490','26','299624092741429248',146.06942,0.698217,17.74,0.144412,3.8e-05,'0','GALAXY',''
'266','51630','491','26','299624367619336192',146.18532,0.11931,16.3,0.122789,3.7e-05,'0','GALAXY',''
'266','51630','492','26','299624642497243136',146.20851,0.390604,12.82,0.242572,5.2e-05,'0','GALAXY',''
'266','51630','493','26','299624917375150080',146.14242,0.309032,21.76,0.128827,3e-05,'0','GALAXY',''
'266','51630','495','26','299625467130963968',146.07867,0.212771,10.29,0.200907,5e-05,'0','GALAXY',''
'266','51630','496','26','299625742008870912',146.17224,0.570648,11.26,0.144357,9e-06,'0','GALAXY','STARFORMING'
'266','51630','498','26','299626291764684800',146.14448,0.127006,11.38,0.125921,1e-05,'0','GALAXY',''
'266','51630','499','26','299626566642591744',146.07338,0.156264,5.24,0.442225,0.000144,'0','GALAXY',''
'266','51630','500','26','299626841520498688',146.1566,0.569591,16.05,0.144225,3e-05,'0','GALAXY','AGN'
'266','51630','501','26','299627116398405632',146.31675,0.589202,11.97,0.144918,5e-05,'0','GALAXY',''
'266','51630','502','26','299627391276312576',146.42944,0.240006,8.49,0.19077,3.1e-05,'0','GALAXY',''
'266','51630','503','26','299627666154219520',146.32035,0.57342,11.05,0.14669,2.4e-05,'0','GALAXY',''
'266','51630','504','26','299627941032126464',146.40623,0.604142,9.34,0.057564,1.1e-05,'0','GALAXY','STARFORMING'
'266','51630','505','26','299628215910033408',146.42536,0.567131,7.81,0.263127,0.000119,'0','GALAXY',''
'266','51630','506','26','299628490787940352',146.46299,0.638709,26.5,0.030323,7e-06,'0','GALAXY','STARBURST'
'266','51630','507','26','299628765665847296',146.33806,0.722181,15.35,0.146796,3.9e-05,'0','GALAXY',''
'266','51630','510','26','299629590299568128',146.29875,0.656134,7.61,0.120661,3.5e-05,'0','GALAXY',''
'266','51630','511','26','299629865177475072',146.4187,0.398868,13.44,0.143914,4.8e-05,'0','GALAXY',''
'266','51630','512','26','299630140055382016',146.51535,0.16678,20.22,0.048921,8e-06,'0','GALAXY','STARFORMING'
'266','51630','514','26','299630689811195904',146.41406,0.188383,3.66,0.362836,0.000164,'0','GALAXY',''
'266','51630','516','26','299631239567009792',146.39576,0.240102,13.61,0.120387,1.3e-05,'0','GALAXY',''
'266','51630','517','26','299631514444916736',146.37363,0.255539,27.12,0.129184,2.8e-05,'0','GALAXY',''
'266','51630','518','26','299631789322823680',146.56889,0.266079,19.26,0.125733,2.8e-05,'0','GALAXY',''
'266','51630','519','26','299632064200730624',146.41187,0.215319,7.8,0.119739,1.9e-05,'0','GALAXY',''
'266','51630','520','26','299632339078637568',146.58882,0.1726,29.87,0.057426,1.3e-05,'0','GALAXY','STARFORMING'
'266','51630','521','26','299632613956544512',146.31813,0.985777,3.94,0.417799,0.000226,'0','GALAXY',''
'266','51630','522','26','299632888834451456',146.6088,0.804699,10.22,0.142919,1.5e-05,'0','GALAXY',''
'266','51630','523','26','299633163712358400',146.35326,1.060373,12.29,0.127619,1.2e-05,'0','GALAXY','STARFORMING'
'266','51630','524','26','299633438590265344',146.58351,1.227275,13.63,0.133706,4.6e-05,'0','GALAXY',''
'266','51630','525','26','299633713468172288',146.52027,0.871875,55.45,0.026808,9e-06,'0','GALAXY',''
'266','51630','526','26','299633988346079232',146.38552,1.146998,5.65,0.270106,8e-06,'0','GALAXY','STARBURST'
'266','51630','527','26','299634263223986176',146.39189,0.978233,7.0,0.061535,1e-05,'0','GALAXY','STARFORMING'
'266','51630','528','26','299634538101893120',146.37291,1.070121,21.0,0.127992,3.1e-05,'0','GALAXY',''
'266','51630','529','26','299634812979800064',146.58426,1.081123,8.23,0.576849,0.000249,'0','GALAXY',''
'266','51630','531','26','299635362735613952',146.51129,0.813257,9.86,0.220256,7.6e-05,'0','GALAXY',''
'266','51630','532','26','299635637613520896',146.53089,0.78193,7.08,0.020258,7e-06,'0','GALAXY','STARFORMING'
'266','51630','533','26','299635912491427840',146.37977,0.926671,15.55,0.085351,9e-06,'0','GALAXY','STARFORMING'
'266','51630','534','26','299636187369334784',146.47466,0.905731,9.76,0.218163,6.4e-05,'0','GALAXY',''
'266','51630','535','26','299636462247241728',146.36651,0.851182,18.69,0.142751,2.6e-05,'0','GALAXY',''
'266','51630','536','26','299636737125148672',146.34873,0.905812,3.7,0.418103,0.000167,'0','GALAXY',''
'266','51630','537','26','299637012003055616',146.43634,1.059193,31.83,0.06258,1.8e-05,'0','GALAXY',''
'266','51630','540','26','299637836636776448',146.5912,0.896718,14.47,0.026304,9e-06,'0','GALAXY','STARFORMING'
'266','51630','542','26','299638386392590336',146.78188,0.704417,10.06,0.085258,1e-05,'0','GALAXY','STARFORMING'
'266','51630','543','26','299638661270497280',146.8068,0.665635,42.85,0.020076,1.2e-05,'0','GALAXY','STARFORMING'
'266','51630','544','26','299638936148404224',146.64377,0.46721,3.18,0.450709,0.000117,'0','GALAXY',''
'266','51630','545','26','299639211026311168',146.79909,0.702742,30.43,0.030533,6e-06,'0','GALAXY','STARBURST'
'266','51630','546','26','299639485904218112',146.74774,0.265772,16.39,0.09133,3.8e-05,'0','GALAXY',''
'266','51630','547','26','299639760782125056',146.85248,0.687052,20.4,0.062538,2.5e-05,'0','GALAXY',''
'266','51630','548','26','299640035660032000',146.72474,0.650045,10.14,0.312149,5.7e-05,'0','GALAXY',''
'266','51630','549','26','299640310537938944',146.68492,0.678479,13.45,0.210939,4.9e-05,'0','GALAXY',''
'266','51630','550','26','299640585415845888',146.61129,0.693055,11.53,0.025183,7e-06,'0','GALAXY','STARFORMING'
'266','51630','551','26','299640860293752832',146.69457,0.172361,8.94,0.180009,1.7e-05,'0','GALAXY',''
'266','51630','553','26','299641410049566720',146.79762,0.260472,3.46,0.519978,0.000196,'0','GALAXY',''
'266','51630','554','26','299641684927473664',146.67518,0.277981,12.5,0.207174,5.1e-05,'0','GALAXY',''
'266','51630','556','26','299642234683287552',146.72511,0.508283,14.81,0.005922,5e-06,'0','GALAXY','STARBURST'
'266','51630','558','26','299642784439101440',146.63864,0.196219,14.2,0.142585,4.9e-05,'0','GALAXY',''
'266','51630','560','26','299643334194915328',146.61674,0.13787,18.21,0.091552,3.5e-05,'0','GALAXY',''
'266','51630','561','26','299643609072822272',146.66771,1.10209,10.44,0.128192,2.9e-05,'0','GALAXY',''
'266','51630','562','26','299643883950729216',146.81624,0.944108,21.16,0.062979,3e-05,'0','GALAXY',''
'266','51630','564','26','299644433706543104',146.74791,0.734721,11.66,0.2621,7e-05,'0','GALAXY',''
'266','51630','565','26','299644708584450048',146.76759,1.074713,21.07,0.085573,2.9e-05,'0','GALAXY',''
'266','51630','567','26','299645258340263936',146.71326,1.009314,11.54,0.161431,2.2e-05,'0','GALAXY','STARFORMING'
'266','51630','568','26','299645533218170880',146.72476,1.03113,9.4,0.086455,9e-06,'0','GALAXY','STARFORMING'
'266','51630','569','26','299645808096077824',146.77792,1.039627,39.75,0.086486,1.6e-05,'0','GALAXY','BROADLINE'
'266','51630','572','26','299646632729798656',146.7815,0.737982,12.51,0.261883,6.3e-05,'0','GALAXY',''
'266','51630','573','26','299646907607705600',146.77163,1.010302,13.07,0.161677,1.1e-05,'0','GALAXY','STARFORMING'
'266','51630','574','26','299647182485612544',146.77295,0.964428,7.39,0.006186,7e-06,'0','GALAXY','STARBURST'
'266','51630','575','26','299647457363519488',146.67719,1.129569,13.28,0.085773,1.4e-05,'0','GALAXY',''
'266','51630','576','26','299647732241426432',146.69213,1.066522,11.76,0.219111,5.6e-05,'0','GALAXY',''
'266','51630','577','26','299648007119333376',146.7989,0.850567,16.49,0.123467,3.8e-05,'0','GALAXY',''
'266','51630','578','26','299648281997240320',146.7823,0.79441,27.71,0.06999,2.3e-05,'0','GALAXY',''
'266','51630','579','26','299648556875147264',146.6873,0.860937,5.84,0.335482,0.000112,'0','GALAXY',''
'266','51630','581','26','299649106630961152',146.9038,0.632213,21.56,0.06269,1.5e-05,'0','GALAXY','STARFORMING'
'266','51630','582','26','299649381508868096',146.87104,0.42252,20.0,0.124285,2.9e-05,'0','GALAXY',''
'266','51630','583','26','299649656386775040',146.8769,0.361616,22.91,0.125849,7e-06,'0','GALAXY','STARBURST'
'266','51630','584','26','299649931264681984',147.02282,0.660947,8.99,0.312987,6.8e-05,'0','GALAXY',''
'266','51630','586','26','299650481020495872',146.86054,0.524715,5.03,0.338477,0.000123,'0','GALAXY',''
'266','51630','587','26','299650755898402816',146.91732,0.694894,13.58,0.061815,3.7e-05,'0','GALAXY','STARFORMING'
'266','51630','592','26','299652130287937536',147.03909,0.525607,18.48,0.063463,5e-06,'0','GALAXY','STARBURST'
'266','51630','593','26','299652405165844480',146.89532,0.359014,14.59,0.204841,3.9e-05,'0','GALAXY',''
'266','51630','594','26','299652680043751424',147.09159,0.207673,8.77,0.370205,7.1e-05,'0','GALAXY',''
'266','51630','595','26','299652954921658368',146.88773,0.217459,20.94,0.062968,9e-06,'0','GALAXY','STARFORMING'
'266','51630','596','26','299653229799565312',146.97831,0.389033,13.59,0.070306,6e-06,'0','GALAXY','STARFORMING'
'266','51630','597','26','299653504677472256',147.02367,0.310367,5.72,0.413408,8.7e-05,'0','GALAXY',''
'266','51630','598','26','299653779555379200',146.90289,0.208936,22.61,0.080211,3.2e-05,'0','GALAXY',''
'266','51630','599','26','299654054433286144',146.95764,0.393406,22.78,0.069874,5e-06,'0','GALAXY','STARFORMING'
'266','51630','600','26','299654329311193088',147.11309,0.440089,27.05,0.062388,9e-06,'0','GALAXY','AGN'
'266','51630','601','26','299654604189100032',146.934,0.81889,15.32,0.1543,4e-05,'0','GALAXY',''
'266','51630','602','26','299654879067006976',146.90637,1.125027,13.19,0.163655,4.3e-05,'0','GALAXY',''
'266','51630','603','26','299655153944913920',146.90368,1.035379,14.98,0.12338,4.4e-05,'0','GALAXY',''
'266','51630','604','26','299655428822820864',146.80985,1.072775,10.34,0.299455,6e-05,'0','GALAXY',''
'266','51630','605','26','299655703700727808',146.9318,1.035167,5.63,0.027194,1.9e-05,'0','GALAXY','STARFORMING'
'266','51630','606','26','299655978578634752',146.9372,1.107735,16.11,0.162133,4.3e-05,'0','GALAXY',''
'266','51630','609','26','299656803212355584',147.06404,0.939646,3.71,0.444237,0.000159,'0','GALAXY',''
'266','51630','610','26','299657078090262528',146.94866,1.004567,7.31,0.33518,8.5e-05,'0','GALAXY',''
'266','51630','612','26','299657627846076416',147.032,0.775349,31.01,0.143152,2.7e-05,'0','GALAXY',''
'266','51630','613','26','299657902723983360',147.0805,0.78802,19.04,0.210948,6.9e-05,'0','GALAXY',''
'266','51630','614','26','299658177601890304',146.90205,0.899762,14.64,0.219505,5.6e-05,'0','GALAXY',''
'266','51630','615','26','299658452479797248',146.84077,0.886266,14.62,0.062345,1.1e-05,'0','GALAXY',''
'266','51630','616','26','299658727357704192',146.84222,0.740843,19.64,0.020131,7e-06,'0','GALAXY','STARFORMING'
'266','51630','618','26','299659277113518080',147.07442,0.885211,14.31,0.098208,1.8e-05,'0','GALAXY',''
'266','51630','619','26','299659551991425024',147.02167,0.754471,44.88,0.062006,1.6e-05,'0','GALAXY',''
'266','51630','621','26','299660101747238912',147.17057,0.531207,21.2,0.104128,2.5e-05,'0','GALAXY',''
'266','51630','622','26','299660376625145856',147.15059,0.416589,26.24,0.064539,1.6e-05,'0','GALAXY',''
'266','51630','623','26','299660651503052800',147.18007,0.42961,39.66,0.063339,1.2e-05,'0','GALAXY','BROADLINE'
'266','51630','624','26','299660926380959744',147.29397,0.381343,9.98,0.109858,1.8e-05,'0','GALAXY','STARFORMING'
'266','51630','625','26','299661201258866688',147.17998,0.492993,7.12,0.0626,7e-06,'0','GALAXY','STARFORMING'
'266','51630','626','26','299661476136773632',147.12735,0.504462,18.44,0.086057,1.7e-05,'0','GALAXY','STARFORMING'
'266','51630','630','26','299662575648401408',147.2654,0.465678,9.65,0.073687,1.4e-05,'0','GALAXY','STARFORMING'
'266','51630','631','26','299662850526308352',147.3296,0.324433,7.5,0.365943,0.0001,'0','GALAXY',''
'266','51630','632','26','299663125404215296',147.32681,0.245493,15.74,0.092846,1.3e-05,'0','GALAXY','STARFORMING'
'266','51630','633','26','299663400282122240',147.30829,0.151163,31.52,0.080169,2e-05,'0','GALAXY',''
'266','51630','634','26','299663675160029184',147.12832,0.369232,21.99,0.069841,1.8e-05,'0','GALAXY',''
'266','51630','635','26','299663950037936128',147.24832,0.311419,17.21,0.191954,3.7e-05,'0','GALAXY',''
'266','51630','637','26','299664499793750016',147.31446,0.174843,11.98,0.084672,2.1e-05,'0','GALAXY',''
'266','51630','638','26','299664774671656960',147.19292,0.271918,45.82,0.020162,8e-06,'0','GALAXY','STARBURST'
'266','51630','640','26','299665324427470848',147.3056,0.217577,8.81,0.019999,1e-05,'0','GALAXY','STARFORMING'
